probe_id,ref_id,gender,score,label
04,07,male,0.7860191866451182,impostor
04,08,male,0.7262188591921516,impostor
04,09,male,0.8445052735238852,impostor
04,10,male,0.3596621240194255,impostor
04,11,male,0.7299930343769769,impostor
04,12,male,0.7994652580478397,impostor
04,13,male,0.7227311053634766,impostor
04,14,male,0.8260037706355526,impostor
04,15,male,0.7187322248290788,impostor
04,16,male,0.5124901318422699,impostor
04,17,male,0.9204988626429622,impostor
04,18,male,0.8663781782020387,impostor
04,19,male,0.7875557775523666,impostor
04,20,male,0.8838549034213963,impostor
04,21,male,0.7449800460901053,impostor
04,22,male,0.7622913493638253,impostor
04,23,male,0.8548645873074439,impostor
04,24,male,0.8826613715704043,impostor
04,25,male,0.9492231513227437,impostor
04,26,male,0.9899673472614545,impostor
05,01,female,0.8585939981129681,impostor
05,02,female,0.5920508488065946,impostor
05,03,female,0.8883091823788967,impostor
05,04,female,0.6915324192160209,impostor
05,05,female,0.940364259827604,genuine
05,06,female,0.5960230945182112,impostor
05,07,female,0.9870003605780304,impostor
05,08,female,0.8807631419811609,impostor
05,09,female,0.6322293867040546,impostor
05,10,female,0.27785206912109156,impostor
05,11,female,0.8840207782981305,impostor
05,12,female,0.9582707583654819,impostor
05,13,female,0.8726719096779665,impostor
05,14,female,0.5998205362708242,impostor
05,15,female,0.8655183439536512,impostor
05,16,female,0.37716794548482907,impostor
05,17,female,0.756827200743287,impostor
05,18,female,0.6303509528221065,impostor
05,19,female,0.9160373161649251,impostor
05,20,female,0.6402971818725103,impostor
05,21,female,0.9128203097972107,impostor
05,22,female,0.9360079585069322,impostor
05,23,female,0.8679868004645886,impostor
05,24,female,0.8027271332507541,impostor
05,25,female,0.7166529933039368,impostor
05,26,female,0.7263804661269498,impostor
06,01,male,0.706310780449483,impostor
06,02,male,0.8604034626090833,impostor
06,03,male,0.6956285910114047,impostor
06,04,male,0.7763348528331179,impostor
06,05,male,0.68258546164542,impostor
06,06,male,0.8901545565043116,genuine
06,07,male,0.6670064540689203,impostor
06,08,male,0.6339661326048763,impostor
06,09,male,0.8521921891402775,impostor
06,10,male,0.4799743922463707,impostor
06,11,male,0.6411744926064097,impostor
06,12,male,0.6773622855875443,impostor
06,13,male,0.6304223336941883,impostor
06,14,male,0.8647943839223949,impostor
06,15,male,0.6314106814958237,impostor
06,16,male,0.7054476691027903,impostor
06,17,male,0.7579342343305071,impostor
06,18,male,0.8394430454716022,impostor
06,19,male,0.6804843759992818,impostor
06,20,male,0.8241653370318057,impostor
06,21,male,0.6419491971033349,impostor
06,22,male,0.6506903092772599,impostor
06,23,male,0.7056495767121476,impostor
06,24,male,0.7350390273749873,impostor
06,25,male,0.7535060439622395,impostor
06,26,male,0.7654173570185336,impostor
07,01,female,0.8602102608886917,impostor
07,02,female,0.5958888012884436,impostor
07,03,female,0.8627217167174196,impostor
07,04,female,0.6971140180031024,impostor
07,05,female,0.9178853433027024,impostor
07,06,female,0.5945227178339646,impostor
07,07,female,0.9692287000222652,genuine
07,08,female,0.8775425650431186,impostor
07,09,female,0.6318205841488154,impostor
07,10,female,0.27704971729697325,impostor
07,11,female,0.8674142830363206,impostor
07,12,female,0.9337449684165268,impostor
07,13,female,0.874244394459829,impostor
07,14,female,0.6029112963223078,impostor
07,15,female,0.8586135087341596,impostor
07,16,female,0.3787362575885607,impostor
07,17,female,0.754150191658749,impostor
07,18,female,0.6330998721451301,impostor
07,19,female,0.8815781280881905,impostor
07,20,female,0.6438817034164406,impostor
07,21,female,0.920446582758646,impostor
07,22,female,0.9559369062874633,impostor
07,23,female,0.8643828001397154,impostor
07,24,female,0.7955173137452605,impostor
07,25,female,0.7241375347294374,impostor
07,26,female,0.7299570584707118,impostor
08,01,male,0.7446102332006327,impostor
08,02,male,0.5141279392540224,impostor
08,03,male,0.7841306716965215,impostor
08,04,male,0.6005990377383328,impostor
08,05,male,0.8182204385027074,impostor
08,06,male,0.5196042678488312,impostor
08,07,male,0.8588634259616995,impostor
08,08,male,1.0,genuine
08,09,male,0.5500015384953868,impostor
08,10,male,0.24479239966040775,impostor
08,11,male,0.9410530524927752,impostor
08,12,male,0.8323840406325401,impostor
08,13,male,0.9761447742915816,impostor
08,14,male,0.5209001722054462,impostor
08,15,male,0.9675851939650365,impostor
08,16,male,0.32856065375258214,impostor
08,17,male,0.6575979714608465,impostor
08,18,male,0.5473531628345804,impostor
08,19,male,0.8235520210175086,impostor
08,20,male,0.555900047171304,impostor
08,21,male,0.93462517886319,impostor
08,22,male,0.8935023712848772,impostor
08,23,male,0.7526312208862563,impostor
08,24,male,0.6985060357444649,impostor
08,25,male,0.623245258978151,impostor
08,26,male,0.6303831920195381,impostor
09,01,male,0.7763351340972728,impostor
09,02,male,0.9371017262815732,impostor
09,03,male,0.7525135527393383,impostor
09,04,male,0.8802457882571537,impostor
09,05,male,0.7401151167206239,impostor
09,06,male,0.9022707842648995,impostor
09,07,male,0.7213288065642941,impostor
09,08,male,0.6767910229888271,impostor
09,09,male,0.949350002011613,genuine
09,10,male,0.4127045351060098,impostor
09,11,male,0.6832702240654429,impostor
09,12,male,0.7337149874933349,impostor
09,13,male,0.6730583388260367,impostor
09,14,male,0.9593459490982932,impostor
09,15,male,0.672328869064452,impostor
09,16,male,0.5973369738950526,impostor
09,17,male,0.8437676495497871,impostor
09,18,male,0.9739543271805982,impostor
09,19,male,0.7324928305547392,impostor
09,20,male,0.9490514263427178,impostor
09,21,male,0.689036285501143,impostor
09,22,male,0.7012817591516922,impostor
09,23,male,0.7736375852335301,impostor
09,24,male,0.8091653203978847,impostor
09,25,male,0.8470481682049221,impostor
09,26,male,0.8637328703026572,impostor
10,01,male,0.5833045425901034,impostor
10,02,male,0.6459466761633648,impostor
10,03,male,0.5832406719386193,impostor
10,04,male,0.6113869707973205,impostor
10,05,male,0.5743559733311764,impostor
10,06,male,0.6659044744920681,impostor
10,07,male,0.5656021358967944,impostor
10,08,male,0.5497576386833924,impostor
10,09,male,0.6462343111833214,impostor
10,10,male,0.7617920598512806,genuine
10,11,male,0.5555328139610485,impostor
10,12,male,0.5715125425510084,impostor
10,13,male,0.5472794702158205,impostor
10,14,male,0.6471095033516961,impostor
10,15,male,0.5493010815628021,impostor
10,16,male,0.8290886219762945,impostor
10,17,male,0.607998891660613,impostor
10,18,male,0.637476563787913,impostor
10,19,male,0.5761686865080056,impostor
10,20,male,0.6311699226275526,impostor
10,21,male,0.5525083581146395,impostor
10,22,male,0.5564124523693628,impostor
10,23,male,0.5839238854710957,impostor
10,24,male,0.5992525135781613,impostor
10,25,male,0.6014498102735849,impostor
10,26,male,0.6078953818133178,impostor
11,01,female,0.7367745888376694,impostor
11,02,female,0.5108901337971786,impostor
11,03,female,0.8007806552232629,impostor
11,04,female,0.5943127269971358,impostor
11,05,female,0.8166965150792991,impostor
11,06,female,0.5236466773423433,impostor
11,07,female,0.838493529756538,impostor
11,08,female,0.9014508245338975,impostor
11,09,female,0.5520726362075501,impostor
11,10,female,0.24807250385867585,impostor
11,11,female,0.9483899222351689,genuine
11,12,female,0.8264280425004351,impostor
11,13,female,0.8844710323586822,impostor
11,14,female,0.5186017447999234,impostor
11,15,female,0.9145767956373433,impostor
11,16,female,0.3285011273553207,impostor
11,17,female,0.6595120463660165,impostor
11,18,female,0.5452638604297283,impostor
11,19,female,0.846104397505202,impostor
11,20,female,0.5526468317678324,impostor
11,21,female,0.8681188447278241,impostor
11,22,female,0.8446179921962218,impostor
11,23,female,0.7485501297245319,impostor
11,24,female,0.7033794490566887,impostor
11,25,female,0.6143733234986005,impostor
11,26,female,0.6258742446984878,impostor
12,01,female,0.6634571193489611,impostor
12,02,female,0.45787737517380966,impostor
12,03,female,0.709276241041245,impostor
12,04,female,0.5343871937146027,impostor
12,05,female,0.7328010128834518,impostor
12,06,female,0.4661111135287418,impostor
12,07,female,0.765014545356817,impostor
12,08,female,0.8884565641773866,impostor
12,09,female,0.4921830153240287,impostor
12,10,female,0.22143365847448304,impostor
12,11,female,0.8804936509492164,impostor
12,12,female,0.7444093290283303,genuine
12,13,female,0.8874161838622894,impostor
12,14,female,0.4642690914739195,impostor
12,15,female,0.9140197360716548,impostor
12,16,female,0.2936460671627319,impostor
12,17,female,0.5883440634586026,impostor
12,18,female,0.4880014631266233,impostor
12,19,female,0.7484102840669629,impostor
12,20,female,0.4952312397588189,impostor
12,21,female,0.8320682040541996,impostor
12,22,female,0.7945576971343807,impostor
12,23,female,0.6718479672526169,impostor
12,24,female,0.6263646872566756,impostor
12,25,female,0.5541719141003095,impostor
12,26,female,0.5615528965160695,impostor
13,01,female,0.7529987248040668,impostor
13,02,female,0.5243796128787074,impostor
13,03,female,0.7701362368149527,impostor
13,04,female,0.6131234281629078,impostor
13,05,female,0.8124450490341991,impostor
13,06,female,0.523734970960905,impostor
13,07,female,0.8596245933484506,impostor
13,08,female,0.9328339749894685,impostor
13,09,female,0.55574569382076,impostor
13,10,female,0.2463904508127607,impostor
13,11,female,0.8802735707747887,impostor
13,12,female,0.8273877834821548,impostor
13,13,female,0.9517771248485711,genuine
13,14,female,0.5303527195105892,impostor
13,15,female,0.9071393782347512,impostor
13,16,female,0.3343026480285525,impostor
13,17,female,0.662037089648127,impostor
13,18,female,0.5566122885992892,impostor
13,19,female,0.8008462308113672,impostor
13,20,female,0.5661340868273933,impostor
13,21,female,0.948541655223734,impostor
13,22,female,0.913433693110825,impostor
13,23,female,0.7571188262140821,impostor
13,24,female,0.6991098820412434,impostor
13,25,female,0.6377128226746885,impostor
13,26,female,0.640884033740772,impostor
14,01,male,0.7760479700910263,impostor
14,02,male,0.9624392381796628,impostor
14,03,male,0.7472957613373844,impostor
14,04,male,0.8889096179995785,impostor
14,05,male,0.7383609047016491,impostor
14,06,male,0.8707463760967462,impostor
14,07,male,0.7214598438330496,impostor
14,08,male,0.6773814638024016,impostor
14,09,male,0.9134922508633733,impostor
14,10,male,0.407961801314374,impostor
14,11,male,0.6822307811318884,impostor
14,12,male,0.7325611475692492,impostor
14,13,male,0.6741737358477021,impostor
14,14,male,0.9717008555426982,genuine
14,15,male,0.6724375560946788,impostor
14,16,male,0.5977659778650773,impostor
14,17,male,0.8358321725987713,impostor
14,18,male,0.9707482366435488,impostor
14,19,male,0.7283583425706286,impostor
14,20,male,0.9605040002303372,impostor
14,21,male,0.6903905483531743,impostor
14,22,male,0.7028821855652951,impostor
14,23,male,0.7720464373810532,impostor
14,24,male,0.8022177604576021,impostor
14,25,male,0.8556260219390697,impostor
14,26,male,0.8644607092780647,impostor
15,01,male,0.7256995105087247,impostor
15,02,male,0.5007322528130363,impostor
15,03,male,0.7714534951832673,impostor
15,04,male,0.5845869507931368,impostor
15,05,male,0.8005875607083122,impostor
15,06,male,0.5080828129317547,impostor
15,07,male,0.8369361968407936,impostor
15,08,male,0.96718098439387,impostor
15,09,male,0.5372037148376392,impostor
15,10,male,0.2399389112049298,impostor
15,11,male,0.9503888362252236,impostor
15,12,male,0.8137109681024091,impostor
15,13,male,0.9529691783602029,impostor
15,14,male,0.5075846085896336,impostor
15,15,male,1.0,genuine
15,16,male,0.3204838932760807,impostor
15,17,male,0.6424858209280293,impostor
15,18,male,0.533492801324669,impostor
15,19,male,0.8127207749096835,impostor
15,20,male,0.5415581890940234,impostor
15,21,male,0.90513602578658,impostor
15,22,male,0.8662733097571069,impostor
15,23,male,0.7345402147196198,impostor
15,24,male,0.6834738378065642,impostor
15,25,male,0.6062218684948923,impostor
15,26,male,0.6141623295084089,impostor
16,01,male,0.7001135202889952,impostor
16,02,male,0.8595975625939495,impostor
16,03,male,0.6859525535290252,impostor
16,04,male,0.7717893377621048,impostor
16,05,male,0.6761386600527894,impostor
16,06,male,0.8450788988975896,impostor
16,07,male,0.6625996726943195,impostor
16,08,male,0.6311666475563454,impostor
16,09,male,0.8259725863534233,impostor
16,10,male,0.4760887378267892,impostor
16,11,male,0.6367543059890269,impostor
16,12,male,0.6715710245979869,impostor
16,13,male,0.6281718851088278,impostor
16,14,male,0.8569183482463717,impostor
16,15,male,0.6283133697514582,impostor
16,16,male,0.7247165189616875,genuine
16,17,male,0.7452092181104982,impostor
16,18,male,0.8283495490726095,impostor
16,19,male,0.6721260250681149,impostor
16,20,male,0.8165556311571499,impostor
16,21,male,0.6394464290325902,impostor
16,22,male,0.6480382757537088,impostor
16,23,male,0.6985415581369144,impostor
16,24,male,0.7232305232879375,impostor
16,25,male,0.75051456806834,impostor
16,26,male,0.7575741349603685,impostor
18,01,female,0.9153574525950323,impostor
18,02,female,0.7406711623741955,impostor
18,03,female,0.8772445987465944,impostor
18,04,female,0.8534902282794413,impostor
18,05,female,0.8591649311918125,impostor
18,06,female,0.7459512615881206,impostor
18,07,female,0.8269911959507845,impostor
18,08,female,0.755761629761987,impostor
18,09,female,0.7941476811402421,impostor
18,10,female,0.34040741626368864,impostor
18,11,female,0.765063527211432,impostor
18,12,female,0.8482203726586485,impostor
18,13,female,0.7500276854002046,impostor
18,14,female,0.751810762139592,impostor
18,15,female,0.7485197252801452,impostor
18,16,female,0.4710007011137202,impostor
18,17,female,0.9542511880833904,impostor
18,18,female,0.7904943453603044,genuine
18,19,female,0.8438906299872108,impostor
18,20,female,0.8010224104138373,impostor
18,21,female,0.7747112894428049,impostor
18,22,female,0.7934188115944847,impostor
18,23,female,0.9156653835887454,impostor
18,24,female,0.9753505596563145,impostor
18,25,female,0.8672396108563846,impostor
18,26,female,0.901896433808591,impostor
19,01,male,0.841727193222119,impostor
19,02,male,0.5819317942178935,impostor
19,03,male,0.8997958939692314,impostor
19,04,male,0.6780878223071836,impostor
19,05,male,0.9334469418211121,impostor
19,06,male,0.5908825736273045,impostor
19,07,male,0.946685291274651,impostor
19,08,male,0.8805668177147998,impostor
19,09,male,0.6253257824358868,impostor
19,10,male,0.27620239014685044,impostor
19,11,male,0.8984403105345187,impostor
19,12,male,0.9450832400974145,impostor
19,13,male,0.868603699399686,impostor
19,14,male,0.5902307224691004,impostor
19,15,male,0.8703443035429743,impostor
19,16,male,0.3719867284904739,impostor
19,17,male,0.748897752865292,impostor
19,18,male,0.6205315720238118,impostor
19,19,male,0.9437351824824909,genuine
19,20,male,0.6295579656008704,impostor
19,21,male,0.8987940028963661,impostor
19,22,male,0.9095322056988232,impostor
19,23,male,0.8546617657241513,impostor
19,24,male,0.7973971295005857,impostor
19,25,male,0.7011634279081181,impostor
19,26,male,0.7137285503776172,impostor
20,01,male,0.4736651128248181,impostor
20,02,male,0.4858022301183338,impostor
20,03,male,0.4757128340344744,impostor
20,04,male,0.4785788066250505,impostor
20,05,male,0.47257725337218554,impostor
20,06,male,0.49244745731282247,impostor
20,07,male,0.4698698074365349,impostor
20,08,male,0.46625791521109594,impostor
20,09,male,0.48784546156290703,impostor
20,10,male,0.5765015012953407,impostor
20,11,male,0.4688216386384062,impostor
20,12,male,0.47174694185415555,impostor
20,13,male,0.46522447441434345,impostor
20,14,male,0.48644328305403656,impostor
20,15,male,0.4666235672574779,impostor
20,16,male,0.5201914408386917,impostor
20,17,male,0.4799430764511421,impostor
20,18,male,0.4847499593218404,impostor
20,19,male,0.4741887848360952,impostor
20,20,male,0.48314723829445916,genuine
20,21,male,0.466188478341656,impostor
20,22,male,0.4668987682436116,impostor
20,23,male,0.4742450039598454,impostor
20,24,male,0.4784885049388909,impostor
20,25,male,0.4760860727400187,impostor
20,26,male,0.4785687700366371,impostor
21,01,female,0.8995392717201908,impostor
21,02,female,0.6245101440997799,impostor
21,03,female,0.8764254503317392,impostor
21,04,female,0.7309268355242676,impostor
21,05,female,0.9301321621782408,impostor
21,06,female,0.6202859914356302,impostor
21,07,female,0.9491394509571214,impostor
21,08,female,0.8479282635456624,impostor
21,09,female,0.660106802137277,impostor
21,10,female,0.28807794629297706,impostor
21,11,female,0.8418624690123074,impostor
21,12,female,0.9389397082754876,impostor
21,13,female,0.8447142964463544,impostor
21,14,female,0.6315987845925379,impostor
21,15,female,0.8315265524169233,impostor
21,16,female,0.3961833009595056,impostor
21,17,female,0.7868704070350883,impostor
21,18,female,0.6630764726557609,impostor
21,19,female,0.8813937902939151,impostor
21,20,female,0.6746826633212457,impostor
21,21,female,0.8858831518523356,genuine
21,22,female,0.918504421632081,impostor
21,23,female,0.9002330348923798,impostor
21,24,female,0.8267149954090499,impostor
21,25,female,0.7593671593407614,impostor
21,26,female,0.7647950933010323,impostor
22,01,female,0.8778676152331553,impostor
22,02,female,0.6074069837690207,impostor
22,03,female,0.8761950270734497,impostor
22,04,female,0.7105340841005169,impostor
22,05,female,0.9327084328545905,impostor
22,06,female,0.6061277169255268,impostor
22,07,female,0.9726931056027482,impostor
22,08,female,0.8655762957902372,impostor
22,09,female,0.644283655728079,impostor
22,10,female,0.28200996401000644,impostor
22,11,female,0.8597611612483208,impostor
22,12,female,0.9471048083838824,impostor
22,13,female,0.8613969568921344,impostor
22,14,female,0.6146482216921282,impostor
22,15,female,0.8483693121805338,impostor
22,16,female,0.3859134595275871,impostor
22,17,female,0.769369492871223,impostor
22,18,female,0.6455035648888814,impostor
22,19,female,0.890379404251317,impostor
22,20,female,0.6564420630135517,impostor
22,21,female,0.9047828424762386,impostor
22,22,female,0.9379150029380934,genuine
22,23,female,0.88221478504242,impostor
22,24,female,0.8114845916277262,impostor
22,25,female,0.7377333142368229,impostor
22,26,female,0.7443867860831093,impostor
23,01,male,0.9560610019558556,impostor
23,02,male,0.7101655087575628,impostor
23,03,male,0.8625825616912361,impostor
23,04,male,0.8322652463656329,impostor
23,05,male,0.8783973909560373,impostor
23,06,male,0.6948867943101347,impostor
23,07,male,0.8606120813705109,impostor
23,08,male,0.7815301612857798,impostor
23,09,male,0.7426141188383071,impostor
23,10,male,0.3200197700048766,impostor
23,11,male,0.781303749162456,impostor
23,12,male,0.8726424333965758,impostor
23,13,male,0.7783649221543145,impostor
23,14,male,0.717304724912145,impostor
23,15,male,0.7701511382396659,impostor
23,16,male,0.44790411481667325,impostor
23,17,male,0.8750066209434364,impostor
23,18,male,0.75248936367612,impostor
23,19,male,0.8416860633173489,impostor
23,20,male,0.7668282549670192,impostor
23,21,male,0.8087421404364556,impostor
23,22,male,0.8327362150043349,impostor
23,23,male,0.934819204409522,genuine
23,24,male,0.8940403482447443,impostor
23,25,male,0.8639549726941496,impostor
23,26,male,0.8686724483254942,impostor
24,01,male,0.896229605252989,impostor
24,02,male,0.7402092054294998,impostor
24,03,male,0.8763104138322717,impostor
24,04,male,0.8444085149826559,impostor
24,05,male,0.8507598223482234,impostor
24,06,male,0.7544298949774422,impostor
24,07,male,0.8172196927523964,impostor
24,08,male,0.7491960934243947,impostor
24,09,male,0.8004499997427208,impostor
24,10,male,0.34445758798857296,impostor
24,11,male,0.7606177620510352,impostor
24,12,male,0.8393817868507534,impostor
24,13,male,0.7429411119871315,impostor
24,14,male,0.7524172823249079,impostor
24,15,male,0.7429731789927476,impostor
24,16,male,0.4737097322062784,impostor
24,17,male,0.9542535727959639,impostor
24,18,male,0.7907999967526956,impostor
24,19,male,0.8418520102960179,impostor
24,20,male,0.7993568230293087,impostor
24,21,male,0.7660976376246529,impostor
24,22,male,0.7833876288849901,impostor
24,23,male,0.9000134560123736,impostor
24,24,male,0.9739648211107146,genuine
24,25,male,0.8530079008967765,impostor
24,26,male,0.8908270846696001,impostor
25,01,female,0.9493024743928175,impostor
25,02,female,0.7055550136228391,impostor
25,03,female,0.8562418305684895,impostor
25,04,female,0.8272249849916199,impostor
25,05,female,0.8764984530089016,impostor
25,06,female,0.6879624718393896,impostor
25,07,female,0.8625455790112427,impostor
25,08,female,0.7838712040977401,impostor
25,09,female,0.7353700788492069,impostor
25,10,female,0.3173805062335569,impostor
25,11,female,0.7818121617872764,impostor
25,12,female,0.8720570996877585,impostor
25,13,female,0.7812904619837361,impostor
25,14,female,0.7121566205999857,impostor
25,15,female,0.7718598902672483,impostor
25,16,female,0.44489204470534605,impostor
25,17,female,0.8639103385683774,impostor
25,18,female,0.746655331179272,impostor
25,19,female,0.8377404803263669,impostor
25,20,female,0.761297326664888,impostor
25,21,female,0.8123138143676202,impostor
25,22,female,0.8369458315534337,impostor
25,23,female,0.927690644196418,impostor
25,24,female,0.8821354694116197,impostor
25,25,female,0.8603422047828582,genuine
25,26,female,0.861143354337881,impostor
26,01,female,0.7735614412235531,impostor
26,02,female,0.9631181759403111,impostor
26,03,female,0.7464031966384678,impostor
26,04,female,0.883382660166798,impostor
26,05,female,0.7366662569433253,impostor
26,06,female,0.8793708971996519,impostor
26,07,female,0.7194639841710326,impostor
26,08,female,0.6757251112781639,impostor
26,09,female,0.9201608320968209,impostor
26,10,female,0.4109670405690279,impostor
26,11,female,0.6809595136213711,impostor
26,12,female,0.730775744541352,impostor
26,13,female,0.6724091463355584,impostor
26,14,female,0.9789152034131008,impostor
26,15,female,0.6709604563854971,impostor
26,16,female,0.6013155223494459,impostor
26,17,female,0.8346232747825673,impostor
26,18,female,0.9708794381375375,impostor
26,19,female,0.7273987619712243,impostor
26,20,female,0.9549348589795009,impostor
26,21,female,0.6884009857373551,impostor
26,22,female,0.7007029251099356,impostor
26,23,female,0.7699311687110146,impostor
26,24,female,0.8011336666048066,impostor
26,25,female,0.8503997065054779,impostor
26,26,female,0.8608316576856084,genuine
